,Date,Open,High,Low,Close,Volume,target,s_moving_average,varSMA,l_moving_average,varLMA,autocorrelation,varACR,CRTDR,varSTR,delta,rsi,varRSIbinary,varRSItertiary
1710,2008-08-04,126.04,126.14,124.76,125.02,80245600.0,-1,126.07666666666667,-1,130.79156862745097,-1,0.82781867554697552,1,0.1884057971014433,1,-1.0200000000000102,54.575106091957942,1,0
1709,2008-08-05,126.02,128.56,124.97,128.36,39994500.0,1,126.86333333333333,1,130.57294117647061,-1,0.91248255015698343,1,0.9442896935933179,1,2.3400000000000176,56.989247311827882,1,0
1708,2008-08-06,128.02,129.3,127.48,128.93,98232800.0,1,127.30499999999999,1,130.40274509803922,-1,0.92863233001439416,1,0.796703296703295,-1,0.9099999999999966,54.640907181856257,1,0
1707,2008-08-07,127.96,129.06,126.54,126.98,23098000.0,1,127.04666666666667,-1,130.17235294117646,-1,0.89891083424354523,1,0.17460317460317398,1,-0.9799999999999898,57.790116601887746,1,0
1706,2008-08-08,126.58,129.93,126.38,129.42,40855800.0,1,127.47833333333334,1,129.97862745098038,-1,0.74068042346075058,1,0.8563380281690091,1,2.839999999999989,61.107131893993568,1,1
1705,2008-08-11,129.47,131.51,129.23,130.7,42511400.0,1,128.23500000000001,1,129.79627450980391,1,-0.46898768454385187,-1,0.6447368421052624,1,1.2299999999999898,58.635703918722662,1,0
1704,2008-08-12,130.28,130.7,128.73,129.34,1668500.0,1,128.95500000000001,1,129.58215686274508,-1,-0.37651247404545513,-1,0.3096446700507685,1,-0.9399999999999977,61.838168788700926,1,1
1703,2008-08-13,128.79,129.65,127.67,128.57,46590700.0,1,128.99000000000001,-1,129.38039215686274,-1,-0.42927574621803855,-1,0.4545454545454493,1,-0.21999999999999886,63.133967893166549,1,1
1702,2008-08-14,127.84,130.28,127.75,129.58,18561100.0,1,129.09833333333333,1,129.21254901960782,1,-0.88843091863990431,-1,0.7233201581027714,1,1.740000000000009,61.990552565088358,1,1
1701,2008-08-15,129.93,130.5,129.3,130.21,68515300.0,1,129.63666666666668,1,129.05823529411762,1,-0.57485078670434453,-1,0.7583333333333376,1,0.28000000000000114,62.324416536604765,1,1
1700,2008-08-18,130.43,130.48,127.66,128.39,65223800.0,1,129.465,-1,128.81529411764703,-1,-0.42896463862896222,-1,0.25886524822694734,1,-2.0400000000000205,58.264056190831568,1,0
1699,2008-08-19,127.42,128.12,126.53,127.03,76218200.0,1,128.85333333333332,-1,128.63372549019607,-1,-0.34305309963539266,-1,0.31446540880503077,1,-0.39000000000000057,58.402775415802097,1,0
1698,2008-08-20,127.39,127.95,126.34,127.58,12763100.0,-1,128.56,-1,128.45470588235293,-1,-0.24149346961005835,-1,0.7701863354037238,1,0.18999999999999773,54.892486998856548,1,0
1697,2008-08-21,126.75,128.44,126.6,127.82,71609400.0,-1,128.43500000000003,-1,128.29411764705881,-1,0.21391705295430793,-1,0.6630434782608677,1,1.0699999999999932,56.293331427346068,1,0
1696,2008-08-22,128.67,129.65,127.8,129.51,51094500.0,1,128.42333333333332,1,128.20686274509802,1,0.65152470133968299,1,0.9243243243243167,-1,0.8400000000000034,59.450980392156779,1,0
1695,2008-08-25,128.8,129.65,126.75,126.97,63066000.0,-1,127.88333333333333,-1,128.06,-1,0.79113283517515609,1,0.0758620689655167,-1,-1.8300000000000125,56.019510753085392,1,0
1694,2008-08-26,127.02,127.87,126.58,127.47,52718100.0,-1,127.73,-1,127.88980392156864,-1,0.72434033044259749,1,0.6899224806201522,1,0.45000000000000284,56.674331356649994,1,0
1693,2008-08-27,127.55,128.83,127.3,128.52,55688400.0,-1,127.97833333333334,1,127.73862745098043,1,0.52895465999350844,1,0.7973856209150332,1,0.9700000000000131,54.476093591047714,1,0
1692,2008-08-28,129.28,130.34,128.63,130.14,48881900.0,1,128.405,1,127.63215686274513,1,0.35419270574708084,-1,0.8830409356725052,1,0.8599999999999852,53.482328482328363,1,0
1691,2008-08-29,129.73,130.14,128.51,128.69,71427900.0,1,128.54999999999998,1,127.52313725490198,1,0.093381438571347161,-1,0.11042944785276523,1,-1.039999999999992,52.207001522069937,1,0
1690,2008-09-02,130.03,130.71,127.52,127.99,35534400.0,1,128.29666666666665,-1,127.39686274509805,1,0.38059906894902545,-1,0.14733542319749127,1,-2.0400000000000063,49.494949494949424,-1,0
1689,2008-09-03,127.88,128.5,126.93,127.88,44563300.0,-1,128.44833333333332,-1,127.3243137254902,1,0.26606738731741331,-1,0.6050955414012693,-1,0.0,52.04855842185124,1,0
1688,2008-09-04,126.97,127.23,123.96,124.03,25348700.0,-1,127.87499999999999,-1,127.17882352941179,-1,-0.14076057344598508,-1,0.02140672782874837,1,-2.9399999999999977,45.443654660170843,-1,0
1687,2008-09-05,123.29,124.95,122.0,124.42,57100300.0,-1,127.19166666666666,-1,127.04607843137258,-1,-0.42356470578175343,-1,0.8203389830508473,1,1.1299999999999955,45.918771277016788,-1,0
1686,2008-09-08,128.04,128.24,124.42,126.99,40487700.0,-1,126.66666666666667,1,126.95156862745098,1,-0.77397324502889375,-1,0.6727748691099446,1,-1.0499999999999972,45.779233592485802,-1,0
1685,2008-09-09,127.1,127.36,122.8,123.22,46935300.0,-1,125.755,-1,126.85333333333334,-1,-0.33974248706498206,-1,0.09210526315789506,1,-3.8799999999999955,37.052987772052553,-1,-1
1684,2008-09-10,123.89,124.9,122.55,123.72,70713700.0,-1,125.04333333333334,-1,126.77568627450982,-1,0.27922837958858654,-1,0.49787234042553086,1,-0.1700000000000017,37.77276147479305,-1,-1
1683,2008-09-11,122.12,125.74,121.6,125.51,41361000.0,-1,124.64833333333333,1,126.72607843137258,-1,-0.14717449375983982,-1,0.944444444444447,1,3.3900000000000006,43.50282485875703,-1,0
1682,2008-09-12,124.29,126.21,123.83,126.09,66664000.0,-1,124.99166666666667,1,126.68039215686277,-1,-0.26008749916739771,-1,0.9495798319327771,1,1.7999999999999972,42.917875700114678,-1,0
1681,2008-09-15,121.63,125.65,119.89,120.09,22155100.0,-1,124.27,-1,126.56176470588238,-1,-0.66054296340488194,-1,0.03472222222222268,1,-1.539999999999992,41.651148355058922,-1,0
1680,2008-09-16,117.2,122.32,117.0,122.1,98976900.0,-1,123.455,-1,126.47980392156867,-1,-0.35770856152040059,-1,0.9586466165413535,1,4.8999999999999915,50.352112676056286,1,0
1679,2008-09-17,119.64,121.85,116.0,116.61,36865000.0,-1,122.35333333333335,-1,126.3152941176471,-1,-0.11441312826777568,-1,0.10427350427350428,1,-3.030000000000001,48.930710008554293,-1,0
1678,2008-09-18,118.05,121.79,113.8,120.07,95287800.0,-1,121.745,-1,126.17549019607846,-1,-0.075773610483642895,-1,0.7847309136420512,-1,2.019999999999996,47.761032202103408,-1,0
1677,2008-09-19,126.7,128.0,116.52,124.12,1895800.0,1,121.51333333333334,1,126.16235294117651,-1,0.28072045731637046,-1,0.6620209059233455,1,-2.5799999999999983,48.819799862500929,-1,0
1676,2008-09-22,124.45,124.75,120.36,121.31,23925600.0,-1,120.71666666666665,1,126.08313725490197,-1,0.15443357725954929,-1,0.21640091116173182,1,-3.1400000000000006,48.416691328795487,-1,0
1675,2008-09-23,120.85,122.02,118.28,118.55,768100.0,-1,120.45999999999999,-1,125.9794117647059,-1,0.27218475860287922,-1,0.072192513368983,-1,-2.299999999999997,49.684791174152856,-1,0
1674,2008-09-24,119.35,120.0,117.79,118.93,79104500.0,-1,119.93166666666666,-1,125.90450980392157,-1,0.566246357944306,1,0.5158371040723999,-1,-0.4199999999999875,51.104356636271532,1,0
1673,2008-09-25,119.4,121.91,118.44,120.79,75239200.0,1,120.62833333333333,1,125.90058823529412,-1,0.71827437638031699,1,0.6772334293948153,1,1.3900000000000006,52.57235516682227,1,0
1672,2008-09-26,118.83,121.5,118.51,120.85,60571000.0,1,120.75833333333334,1,125.83960784313729,-1,0.28639586970065606,-1,0.7826086956521716,1,2.019999999999996,54.111298642641479,1,0
1671,2008-09-29,119.18,121.18,110.97,111.38,459562289.0,-1,118.63500000000001,-1,125.56862745098042,-1,0.01947159506198215,-1,0.040156709108716576,-1,-7.800000000000011,51.05013030814041,1,0
1670,2008-09-30,113.51,116.8,110.53,115.99,89861100.0,-1,117.74833333333333,-1,125.37137254901964,-1,0.072785391165571811,-1,0.8708133971291862,-1,2.4799999999999898,50.158326778402987,1,0
1669,2008-10-01,115.27,116.69,113.95,116.06,8851100.0,-1,117.33333333333333,-1,125.17549019607846,-1,0.31485639352190392,-1,0.7700729927007312,-1,0.7900000000000063,47.933585995307688,-1,0
1668,2008-10-02,114.95,115.11,111.06,111.85,11579100.0,-1,116.15333333333332,-1,124.87019607843141,-1,0.39340352903379333,-1,0.1950617283950599,1,-3.1000000000000085,45.393949752179083,-1,0
1667,2008-10-03,112.86,115.45,109.68,110.34,18489800.0,-1,114.41166666666668,-1,124.52058823529416,-1,-0.95637528872425825,-1,0.1143847487001728,1,-2.519999999999996,45.722155276295382,-1,0
1666,2008-10-06,107.15,107.62,100.64,104.72,63232600.0,-1,111.72333333333334,-1,124.11294117647063,-1,0.67137851833475737,1,0.5845272206303719,1,-2.430000000000007,47.343734858028853,-1,0
1665,2008-10-07,106.84,107.33,99.65,100.03,83200200.0,-1,109.83166666666666,-1,123.61392156862748,-1,0.63678915144910331,1,0.04947916666666612,1,-6.810000000000002,43.462092770848507,-1,0
1664,2008-10-08,97.52,102.18,96.81,97.51,30248600.0,-1,106.75166666666667,-1,123.101568627451,-1,0.60793970680701825,1,0.1303538175046559,1,-0.009999999999990905,45.995819760106933,-1,0
1663,2008-10-09,99.66,100.62,90.25,90.7,88974200.0,-1,102.52499999999999,-1,122.40392156862748,-1,0.6085407703499004,1,0.04339440694310537,1,-8.959999999999994,40.617569297793423,-1,0
1662,2008-10-10,86.76,93.94,83.58,88.5,90590400.0,-1,98.633333333333326,-1,121.61901960784314,-1,0.39318258422696395,-1,0.4749034749034751,-1,1.7399999999999949,38.421215987860791,-1,-1
1661,2008-10-13,93.87,101.35,89.95,101.35,2821800.0,-1,97.134999999999991,1,121.1194117647059,-1,-0.036271698032534515,-1,1.0,1,7.47999999999999,45.376120407476485,-1,0
1660,2008-10-14,104.7,105.53,97.11,99.85,91658500.0,-1,96.323333333333338,1,120.60352941176475,-1,-0.5097071997455026,-1,0.32541567695961926,1,-4.8500000000000085,43.609796254373293,-1,0
1659,2008-10-15,97.46,97.8,89.71,90.02,43190800.0,-1,94.655000000000015,-1,119.91725490196085,-1,-0.35354142679197548,-1,0.038318912237330305,-1,-7.439999999999998,39.285322810478974,-1,-1
1658,2008-10-16,91.29,94.77,86.54,93.77,60184100.0,-1,94.031666666666652,-1,119.2390196078432,-1,-0.071985190757700782,-1,0.8784933171324422,-1,2.4799999999999898,38.767395626242504,-1,-1
1657,2008-10-17,91.99,98.59,91.65,93.21,38259400.0,-1,94.449999999999989,-1,118.53862745098046,-1,0.67685312846953549,1,0.2247838616714681,1,1.2199999999999989,37.822111388196134,-1,-1
1656,2008-10-20,95.35,99.1,94.09,98.81,95333800.0,-1,96.168333333333337,1,117.98627450980399,-1,0.56008072117785879,1,0.9421157684630753,-1,3.460000000000008,38.181968706018687,-1,-1
1655,2008-10-21,96.97,98.64,95.22,95.86,26794000.0,1,95.25333333333333,1,117.32823529411772,-1,0.468349864125573,-1,0.18713450292397668,1,-1.1099999999999994,39.169391481591553,-1,-1
1654,2008-10-22,93.2,95.86,87.53,90.64,69443400.0,-1,93.718333333333348,-1,116.54274509803928,-1,0.87422860878226583,1,0.37334933973589435,1,-2.5600000000000023,39.040081262961834,-1,-1
1653,2008-10-23,90.29,92.45,85.81,91.69,92686700.0,-1,93.99666666666667,-1,115.80450980392162,-1,0.84592851408430336,1,0.885542168674698,1,1.3999999999999915,36.117375429553221,-1,-1
1652,2008-10-24,84.06,89.92,84.0,87.04,11224200.0,-1,92.875,-1,114.99019607843142,-1,0.85819952760607343,1,0.5135135135135144,1,2.980000000000004,37.582792314250078,-1,-1
1651,2008-10-27,85.97,89.51,83.7,83.95,62953200.0,-1,91.331666666666663,-1,114.09549019607846,-1,0.073720936716268587,-1,0.04302925989672976,1,-2.019999999999996,39.240661359461079,-1,-1
1650,2008-10-28,87.34,94.24,84.53,93.76,81089900.0,1,90.490000000000009,1,113.38078431372553,-1,-0.42626460153234669,-1,0.9505664263645737,-1,6.420000000000002,44.479118252440053,-1,0
1649,2008-10-29,93.77,97.17,92.1,93.08,94252800.0,-1,90.026666666666657,1,112.68843137254905,-1,-0.58357139926098101,-1,0.19329388560157842,1,-0.6899999999999977,46.737404962820605,-1,0
1648,2008-10-30,95.78,96.54,92.9,96.3,91817800.0,-1,90.969999999999985,1,112.08588235294121,-1,-0.66014242853440641,-1,0.9340659340659315,-1,0.519999999999996,46.496013428451512,-1,0
1647,2008-10-31,95.08,98.57,94.48,96.83,83119200.0,1,91.826666666666668,1,111.4829411764706,-1,-0.81643039200353862,-1,0.5745721271393645,1,1.75,45.121526568702542,-1,0
1646,2008-11-03,96.78,97.69,95.95,97.11,90853300.0,1,93.504999999999995,1,110.88078431372551,-1,-0.71268708070659748,-1,0.6666666666666666,-1,0.3299999999999983,42.332404617046663,-1,0
1645,2008-11-04,99.06,100.86,96.71,100.41,28382000.0,1,96.248333333333335,1,110.31019607843139,-1,0.20182989792136485,-1,0.8915662650602404,-1,1.3499999999999943,40.395345819455841,-1,0
1644,2008-11-05,99.2,100.71,95.0,96.19,59652900.0,1,96.65333333333335,-1,109.70666666666665,-1,0.31022425066936876,-1,0.20840630472854624,1,-3.010000000000005,43.23811287559608,-1,0
1643,2008-11-06,94.46,95.44,90.06,90.86,48190600.0,1,96.283333333333317,-1,108.98882352941173,-1,-0.36149498668632152,-1,0.1486988847583639,1,-3.5999999999999943,40.542652485348363,-1,0
1642,2008-11-07,91.65,94.0,90.5,93.86,34023800.0,1,95.876666666666665,-1,108.30921568627447,-1,-0.43298022307009232,-1,0.9599999999999999,-1,2.2099999999999937,44.799785004031136,-1,0
1641,2008-11-10,95.21,95.53,90.92,92.63,301903186.0,-1,95.176666666666662,-1,107.57372549019603,-1,-0.76514646753804605,-1,0.3709327548806928,-1,-2.5799999999999983,45.965865011636907,-1,0
1640,2008-11-11,90.79,92.14,88.65,89.77,418596705.0,-1,93.953333333333333,-1,106.81058823529409,-1,-0.85960340709084038,-1,0.32091690544412377,-1,-1.0200000000000102,43.157744059547632,-1,0
1639,2008-11-12,88.23,90.15,85.12,85.82,454330554.0,-1,91.521666666666661,-1,105.98372549019605,-1,0.025522690117460261,-1,0.13916500994035555,-1,-2.410000000000011,45.33493722276517,-1,0
1638,2008-11-13,86.13,91.73,82.09,91.17,753800996.0,-1,90.685000000000002,1,105.26392156862741,-1,-0.060979584756612644,-1,0.9419087136929458,-1,5.040000000000006,53.511132860288683,1,0
1637,2008-11-14,89.41,92.06,86.52,86.62,540352274.0,-1,89.978333333333339,-1,104.53039215686272,-1,0.025796115819312942,-1,0.018050541516247007,-1,-2.789999999999992,52.676262117712085,1,0
1636,2008-11-17,86.38,88.56,85.16,85.47,415543773.0,-1,88.579999999999998,-1,103.76666666666664,-1,0.031502618450553882,-1,0.09117647058823582,-1,-0.9099999999999966,55.232122431270454,1,0
1635,2008-11-18,85.15,87.22,82.91,87.08,524140602.0,-1,87.655000000000015,-1,102.98411764705881,-1,-0.53219083191463057,-1,0.9675174013921113,-1,1.9299999999999926,53.695204291862986,1,0
1634,2008-11-19,85.91,86.87,80.92,81.5,558809438.0,-1,86.276666666666685,-1,102.16607843137251,-1,0.53356982989681467,1,0.09747899159663832,1,-4.409999999999997,50.308659671654887,1,0
1633,2008-11-20,80.13,82.51,75.05,75.45,814180365.0,-1,84.548333333333332,-1,101.21960784313724,-1,0.2683862022572141,-1,0.053619302949062364,1,-4.679999999999993,48.34965009275755,-1,0
1632,2008-11-21,77.46,80.9,74.34,79.52,718768573.0,-1,82.606666666666669,-1,100.3178431372549,-1,0.18348723820077897,-1,0.789634146341462,-1,2.0600000000000023,49.029346190795557,-1,0
1631,2008-11-24,81.92,86.98,80.36,85.03,523462008.0,-1,82.341666666666654,1,99.512745098039204,-1,-0.32673969095870392,-1,0.7054380664652565,1,3.1099999999999994,49.161122360428109,-1,0
1630,2008-11-25,87.3,87.51,83.82,85.66,454188290.0,-1,82.373333333333321,1,98.837647058823535,-1,-0.76698684785664895,-1,0.4986449864498638,1,-1.6400000000000006,49.50120148547294,-1,0
1629,2008-11-26,84.3,89.19,84.24,88.97,370320441.0,1,82.688333333333333,1,98.188039215686274,-1,-0.88520635888655441,-1,0.9555555555555558,-1,4.670000000000002,47.667289225951272,-1,0
1628,2008-11-27,,,,88.97,0.0,1,83.933333333333337,1,97.646078431372558,-1,-0.71186232780347392,-1,,1,,45.921631347461002,-1,0
1627,2008-11-28,88.63,90.13,88.48,90.09,119905331.0,1,86.373333333333335,1,97.058235294117665,-1,-0.82196807787465442,-1,0.9757575757575805,-1,1.460000000000008,46.919152276295129,-1,0
1626,2008-12-01,87.51,87.55,81.86,82.11,370826753.0,1,86.805000000000007,-1,96.234509803921569,-1,-0.71601787893522617,-1,0.04393673110720564,-1,-5.400000000000006,45.493738452063226,-1,0
1625,2008-12-02,83.47,85.49,82.04,85.27,469785220.0,1,86.845000000000013,-1,95.527843137254919,-1,-0.76218821035228113,-1,0.9362318840579711,1,1.7999999999999972,47.090474292546823,-1,0
1624,2008-12-03,83.4,87.83,83.14,87.32,520103726.0,1,87.12166666666667,1,94.915490196078437,-1,-0.56208237169733977,-1,0.8912579957356065,-1,3.9199999999999875,49.668246445497616,-1,0
1623,2008-12-04,86.06,88.05,83.74,85.3,444341542.0,-1,86.509999999999991,-1,94.256078431372558,-1,-0.45210163659969765,-1,0.36194895591647364,-1,-0.7600000000000051,51.464285714285701,1,0
1622,2008-12-05,83.65,88.42,82.24,87.93,471947872.0,1,86.336666666666659,1,93.611764705882365,-1,0.84756040335292238,1,0.9207119741100332,-1,4.280000000000001,53.398738612473707,1,0
1621,2008-12-08,90.34,92.38,88.08,91.0,413016783.0,-1,86.488333333333344,1,93.026470588235298,-1,-0.56333269464930558,-1,0.6790697674418613,1,0.6599999999999966,52.097965063929394,1,0
1620,2008-12-09,90.37,92.13,88.98,89.5,370862472.0,1,87.719999999999985,1,92.597450980392168,-1,-0.8408841373903847,-1,0.16507936507936427,1,-0.8700000000000045,53.75325157933851,1,0
1619,2008-12-10,90.32,91.36,89.0,90.11,396381231.0,1,88.526666666666657,1,92.090000000000003,-1,-0.74647477834322684,-1,0.4703389830508473,-1,-0.20999999999999375,54.574608564421794,1,0
1618,2008-12-11,89.54,91.0,87.37,87.94,366329668.0,1,88.629999999999995,-1,91.538627450980385,-1,-0.64987558035387183,-1,0.15702479338842806,-1,-1.6000000000000085,55.421455938697321,1,0
1617,2008-12-12,85.55,89.07,85.2,88.99,415140912.0,1,89.245000000000005,-1,91.09039215686272,-1,-0.46692407065620084,-1,0.9793281653746774,-1,3.4399999999999977,54.011857707509876,1,0
1616,2008-12-15,89.02,89.15,86.29,87.75,256846094.0,1,89.214999999999989,-1,90.647450980392136,-1,-0.3640732912383895,-1,0.5104895104895084,1,-1.269999999999996,55.684596577017096,1,0
1615,2008-12-16,88.3,92.02,88.18,91.88,377699953.0,1,89.361666666666679,1,90.395686274509785,1,0.15727245054755826,-1,0.9635416666666664,-1,3.5799999999999983,54.823325384782109,1,0
1614,2008-12-17,90.84,92.43,90.06,91.62,284767348.0,1,89.714999999999989,1,90.230784313725479,1,0.36600437439563199,-1,0.6582278481012656,1,0.7800000000000011,53.882674820954357,1,0
1613,2008-12-18,91.4,91.67,88.21,89.29,374829388.0,-1,89.578333333333333,-1,90.069607843137234,-1,0.021854538805423214,-1,0.3121387283237023,-1,-2.1099999999999994,56.772224341854248,1,0
1612,2008-12-19,89.1,90.62,88.09,88.19,301523386.0,-1,89.620000000000005,-1,90.020392156862727,-1,-0.039163589075684672,-1,0.03952569169960248,1,-0.9099999999999966,62.243498872905555,1,1
1611,2008-12-22,88.58,88.67,85.49,87.06,244192166.0,-1,89.298333333333332,-1,89.992156862745091,-1,0.81124738650863748,1,0.49371069182390065,1,-1.519999999999996,62.968856558308687,1,1
1610,2008-12-23,87.53,87.93,85.8,86.16,221772540.0,1,89.033333333333346,-1,89.694313725490176,-1,-0.1553669687150315,-1,0.16901408450704122,-1,-1.3700000000000045,62.988147078685678,1,1
1609,2008-12-24,86.45,86.87,86.0,86.66,62142421.0,-1,88.163333333333341,-1,89.435686274509791,-1,-0.72958968976995531,-1,0.7586206896551645,-1,0.20999999999999375,60.754532092111681,1,1
1608,2008-12-25,,,,86.66,0.0,-1,87.336666666666659,-1,89.369803921568618,-1,-0.59606069104343984,-1,,1,,58.266759291420598,1,0
1607,2008-12-26,87.24,87.3,86.5,87.16,74775826.0,-1,86.981666666666641,1,89.240196078431367,-1,-0.87063477939180811,-1,0.8249999999999986,1,-0.0799999999999983,60.445499959053279,1,1
1606,2008-12-29,87.24,87.33,85.6,86.91,128419175.0,-1,86.768333333333317,1,89.116666666666646,-1,-0.79293263995121521,-1,0.7572254335260111,1,-0.3299999999999983,63.024642736581477,1,1
1605,2008-12-30,87.51,89.05,86.88,88.97,168555662.0,-1,87.086666666666659,1,88.923725490196077,1,-0.70482461165144061,-1,0.9631336405529962,-1,1.4599999999999937,69.045837231057021,1,1
1604,2008-12-31,89.08,90.97,88.87,90.24,194141827.0,1,87.766666666666666,1,88.813529411764705,1,-0.72472342782399357,-1,0.6523809523809495,-1,1.1599999999999966,68.351080788114473,1,1
1603,2009-01-01,,,,90.24,0.0,1,88.363333333333344,1,88.805686274509796,1,-0.65128363559434377,-1,,-1,,65.997456745404776,1,1
1602,2009-01-02,90.44,93.44,89.85,92.96,227638523.0,1,89.413333333333341,1,88.830588235294115,1,0.23307638006649556,-1,0.8662952646239545,-1,2.519999999999996,66.183733947974957,1,1
1601,2009-01-05,92.63,94.55,91.89,92.85,240697608.0,-1,90.361666666666665,1,88.944509803921548,1,0.93130236365413277,1,0.36090225563909584,-1,0.21999999999999886,60.284449791603969,1,1
1600,2009-01-06,93.64,94.45,92.68,93.47,328481747.0,1,91.454999999999998,1,89.131176470588244,1,0.68960194315850132,1,0.4463276836158157,-1,-0.1700000000000017,63.779869031614517,1,1
1599,2009-01-07,92.0,92.26,90.2,90.67,281047574.0,1,91.73833333333333,-1,89.070588235294125,1,-0.10123288846310227,-1,0.22815533980582445,1,-1.3299999999999983,62.777991206727258,1,1
1598,2009-01-08,90.16,91.09,89.67,91.04,263834401.0,1,91.87166666666667,-1,89.030588235294104,1,-0.75808263588060953,-1,0.9647887323943682,-1,0.8800000000000097,59.69586527585772,1,0
1597,2009-01-09,91.16,91.32,85.36,89.09,331160908.0,1,91.680000000000007,-1,88.889215686274497,1,-0.88376365163571935,-1,0.625838926174498,-1,-2.069999999999993,58.656458384786376,1,0
1596,2009-01-12,88.84,88.91,86.41,86.95,278008387.0,-1,90.678333333333342,-1,88.695490196078396,-1,-0.92470624249141653,-1,0.2160000000000025,1,-1.8900000000000006,53.248846894451667,1,0
1595,2009-01-13,86.73,87.88,86.2,87.11,356731781.0,-1,89.72166666666665,-1,88.49941176470584,-1,-0.90446199299011432,-1,0.5416666666666671,1,0.37999999999999545,51.349118942731273,1,0
1594,2009-01-14,85.54,85.75,83.16,84.37,435967129.0,-1,88.204999999999998,-1,88.184901960784288,-1,-0.11003046273622731,-1,0.46718146718146963,-1,-1.1700000000000017,44.690619828092444,-1,0
1593,2009-01-15,84.12,85.25,81.72,84.4,533627168.0,-1,87.160000000000011,-1,87.953725490196035,-1,0.86512170449637305,1,0.7592067988668572,1,0.28000000000000114,43.017435784610278,-1,0
1592,2009-01-16,85.86,85.99,83.05,85.06,399307014.0,-1,86.163333333333341,-1,87.839999999999961,-1,0.80353589071635201,1,0.6836734693877574,1,-0.7999999999999972,45.648748030117289,-1,0
1591,2009-01-20,84.23,85.06,80.05,80.57,420108448.0,-1,84.743333333333339,-1,87.579411764705839,-1,0.8989689040946458,1,0.10379241516965979,1,-3.660000000000011,40.454145761133766,-1,0
1590,2009-01-21,81.94,84.24,80.47,84.05,364767258.0,-1,84.260000000000005,-1,87.411176470588202,-1,0.61566226421511805,1,0.9496021220159157,1,2.1099999999999994,44.320530692688507,-1,0
1589,2009-01-22,82.42,84.04,81.17,82.75,427940436.0,-1,83.533333333333331,-1,87.27352941176467,-1,0.5372393474803725,1,0.5505226480836223,-1,0.3299999999999983,42.771833789499837,-1,0
1588,2009-01-23,80.9,83.99,80.57,83.11,386800533.0,-1,83.323333333333338,-1,87.220392156862701,-1,0.38878687411428109,-1,0.7426900584795336,1,2.2099999999999937,47.476592829413065,-1,0
1587,2009-01-26,83.59,85.36,82.81,83.68,318269470.0,-1,83.203333333333333,1,87.073529411764667,-1,-0.25836726432874746,-1,0.34117647058823747,1,0.09000000000000341,45.299662717287873,-1,0
1586,2009-01-27,84.13,85.15,83.3,84.53,274111851.0,1,83.115000000000009,1,87.032549019607799,-1,-0.33371165106333789,-1,0.664864864864864,-1,0.4000000000000057,41.27528282482001,-1,0
1585,2009-01-28,86.4,87.95,86.07,87.39,330317423.0,1,84.251666666666665,1,87.070196078431351,1,-0.17770040223694475,-1,0.7021276595744684,-1,0.9899999999999949,38.750106211232861,-1,-1
1584,2009-01-29,86.11,87.49,84.47,84.55,294591469.0,1,84.335000000000008,1,87.020588235294099,-1,-0.082478435077110779,-1,0.026490066225165032,1,-1.5600000000000023,37.87853985922407,-1,-1
1583,2009-01-30,84.98,85.4,82.21,82.83,383433924.0,1,84.348333333333343,-1,87.046666666666653,-1,0.088949099044484004,-1,0.19435736677116058,-1,-2.1500000000000057,36.52773987289951,-1,-1
1582,2009-02-02,81.57,83.18,81.31,82.58,288488899.0,1,84.260000000000005,-1,87.186470588235281,-1,0.12971152792206375,-1,0.6791443850267342,-1,1.0100000000000051,36.657393537342166,-1,-1
1581,2009-02-03,83.1,84.36,82.22,83.74,278480540.0,1,84.269999999999996,-1,87.269215686274507,-1,0.2262074146678994,-1,0.7102803738317737,1,0.6400000000000006,32.589387383283992,-1,-1
1580,2009-02-04,84.3,85.37,83.04,83.33,322993929.0,-1,84.069999999999993,-1,87.235882352941147,-1,-0.1264130203096013,-1,0.1244635193133014,1,-0.9699999999999989,34.949563130460874,-1,-1
1579,2009-02-05,82.7,85.29,77.73,84.57,417679916.0,1,83.599999999999994,1,87.214509803921558,-1,0.25488926707885812,-1,0.9047619047619031,-1,1.8699999999999903,34.979681150359468,-1,-1
1578,2009-02-06,84.86,87.34,84.68,86.98,366101656.0,1,84.004999999999995,1,87.175490196078414,-1,-0.50330104902274864,-1,0.8646616541353384,1,2.1200000000000045,36.467002294599119,-1,-1
1577,2009-02-09,86.96,87.74,86.32,87.1,240075116.0,1,84.716666666666654,1,87.138823529411766,-1,-0.88344568524543932,-1,0.5492957746478875,1,0.14000000000000057,35.152235466843763,-1,-1
1576,2009-02-10,86.27,87.03,82.45,83.11,536212730.0,-1,84.805000000000007,-1,87.001960784313709,-1,-0.71774386194501583,-1,0.1441048034934491,-1,-3.1599999999999966,33.493205435651447,-1,-1
1575,2009-02-11,83.45,84.05,82.4,83.6,324674586.0,1,84.78166666666668,-1,87.031176470588235,-1,-0.66535693596154621,-1,0.7272727272727242,1,0.14999999999999147,32.072617246596025,-1,-1
1574,2009-02-12,82.17,83.82,81.05,83.66,469302192.0,1,84.836666666666659,-1,86.999607843137269,-1,-0.79609666114658384,-1,0.9422382671480156,-1,1.4899999999999949,33.922001471670299,-1,-1
1573,2009-02-13,83.55,84.24,82.74,82.76,293998386.0,-1,84.534999999999982,-1,86.910196078431397,-1,-0.66377690377215137,-1,0.013333333333340155,1,-0.789999999999992,34.56635841039737,-1,-1
